basisOfRecord,scientificName,family,genus,decimalLatitude,decimalLongitude,stateProvince,country,catalogNumber,institutionCode,locality,county,bio1_2041-2060,bio12_2041-2060
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,29.31568,79.32729,Uttarakhand,India,OBS1598982359,CLO,"Kaladhungi-Kotabagh Forest Area, Uttarakhand",Nainital,24.1,2087.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,21.162575,70.577095,Gujarat,India,OBS1598983740,CLO,Amraness Resort,Gir Somnath,27.2,1008.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,13.218457,76.90392,Karnataka,India,OBS1599014765,CLO,Basavanagudda,Tumakuru,25.5,639.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,11.68754,78.18034,Tamil Nadu,India,OBS1599021011,CLO,Kannankurichi Mookaneri Tank கன்னங்குறிச்சி மூக்கனேரி,Salem,28.7,931.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,17.422672,78.42626,Telangana,India,OBS1599025723,CLO,"Kasu Brahmananda Reddy NP, Hyderabad",Hyderabad,27.5,787.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,13.218457,76.90392,Karnataka,India,OBS1599027726,CLO,Basavanagudda,Tumakuru,25.5,639.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,10.6818,76.5278,Kerala,India,OBS1599035611,CLO,Mattumala,Palakkad,28.6,2540.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,10.856942,76.72571,Kerala,India,OBS1599040603,CLO,"1st river feeding Malampuzha dam, Kava",Palakkad,26.8,1823.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,11.304029,77.705894,Tamil Nadu,India,OBS1599052686,CLO,"Rangampalayam, Tamil Nadu, IN (11.304, 77.706)",Erode,29.2,689.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,21.047533,75.83893,Maharashtra,India,OBS1599052788,CLO,Bhusawal Thermal Power Station (BPTS)--Wetland,Jalgaon,27.9,851.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,12.046,76.668,Karnataka,India,OBS1599054520,CLO,"Muddahalli, Nanjangud Taluka ಮುದ್ದಹಳ್ಳಿ",Mysuru,25.9,716.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,11.400601,76.84334,Tamil Nadu,India,OBS1599056248,CLO,"Kerben Road, Kotagiri, Tamil Nadu, IN (11.401, 76.843)",The Nilgiris,18.3,1070.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,17.171564,76.32706,Karnataka,India,OBS1599058259,CLO,Bhima river devanagaon,Kalaburagi,28.5,687.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,11.814181,77.857285,Tamil Nadu,India,OBS1599061537,CLO,"Kunjandiyur, Tamil Nadu, IN",Salem,28.5,876.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,10.429062,77.26685,Tamil Nadu,India,OBS1599062565,CLO,"Amaravathi Forest Rest House, Andigoundanur, Tamil Nadu",Tiruppur,27.6,738.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,11.012632,77.5607,Tamil Nadu,India,OBS1599065210,CLO,"125/A Chennimalai Road, Kangeyam, Tamil Nadu, IN (11.013, 77.561)",Tiruppur,28.5,567.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,22.828363,72.28039,Gujarat,India,OBS1599065578,CLO,Nalsarovar Outskirts--Adroda,Ahmedabad,27.8,949.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,12.399443,76.78007,Karnataka,India,OBS1599065831,CLO,Mahadevapura Bridge ಮಹದೇವಪುರ ಕಾವೇರಿ ಸೇತುವೆ,Mandya,25.8,713.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,10.84477,76.82718,Kerala,India,OBS1599081264,CLO,Walayar Reserve Forest,Palakkad,27.0,1477.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,10.429062,77.26685,Tamil Nadu,India,OBS1599084033,CLO,"Amaravathi Forest Rest House, Andigoundanur, Tamil Nadu",Tiruppur,27.6,738.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,32.2004,76.10203,Himachal Pradesh,India,OBS1599088193,CLO,"Channani, Himachal Pradesh, IN (32.2, 76.102)",Kangra,22.8,2248.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,13.865487,76.18797,Karnataka,India,OBS1599088504,CLO,"Kondapura Surrounding Karnataka, IN (13.865, 76.188)",Chitradurga,26.0,529.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,10.843205,76.846176,Kerala,India,OBS1599091646,CLO,Walayar Reservoir,Palakkad,27.8,1321.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,10.547917,76.26885,Kerala,India,OBS1599092805,CLO,Kerala Agricultural University--Krishi Vignyan Kendra,Thrissur,28.6,3000.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,27.392433,76.37428,Rajasthan,India,OBS1599094932,CLO,"Sariska Palace Road, Sirska, Rajasthan, IN (27.392, 76.374)",Alwar,24.8,876.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,10.781327,76.801125,Kerala,India,OBS1599094971,CLO,"Cheerath Eri, Eduppukulam",Palakkad,28.5,1562.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,17.502607,74.53391,Maharashtra,India,OBS1599095374,CLO,Suryachiwadi Dam,Satara,26.0,525.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,13.623605,77.94585,Karnataka,India,OBS1599098537,CLO,Timmasandra Cheruvu,Chikkaballapura,25.8,616.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,24.632296,72.76134,Rajasthan,India,OBS1599098905,CLO,Oriya Village Peace Park,Sirohi,21.5,2487.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,22.885782,79.61198,Madhya Pradesh,India,OBS1599099268,CLO,"Khursipar, Madhya Pradesh, IN (22.886, 79.612)",Narsinghpur,25.6,1284.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,12.243717,76.69471,Karnataka,India,OBS1599101586,CLO,"Mysore City Bird Atlas 60A, Hadajana Kere",Mysuru,25.8,722.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,12.896494,77.481186,Karnataka,India,OBS1599104706,CLO,"Bengaluru, Karnataka, IN (12.896, 77.481)",Bengaluru Urban,25.5,824.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,10.769865,76.13367,Kerala,India,OBS1599105797,CLO,"Komangalam wetland and adjacent woody zone, Koottanad",Palakkad,28.5,2884.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,23.044342,72.49469,Gujarat,India,OBS1599107183,CLO,Physical Research Laboratory (PRL) Thaltej Campus,Ahmedabad,28.0,1046.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,29.398874,79.13292,Uttarakhand,India,OBS1599108948,CLO,"Kosi Barrage, Ramnagar",Nainital,24.5,1875.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,27.083136,88.33626,West Bengal,India,OBS1599110389,CLO,Glenburn Tea Estate,Darjeeling,20.5,3152.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,20.377378,78.16683,Maharashtra,India,OBS1599111418,CLO,"Mruda The Eco Village, Bhosa, Maharashtra, IN (20.377, 78.167)",Yavatmal,27.5,1132.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,29.450457,79.074974,Uttarakhand,India,OBS1599115447,CLO,"Bijrani, Corbett National Park",Nainital,24.2,1836.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,29.398874,79.13292,Uttarakhand,India,OBS1599116736,CLO,"Kosi Barrage, Ramnagar",Nainital,24.5,1875.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,13.085732,77.57133,Karnataka,India,OBS1599116855,CLO,GKVK Campus,Bengaluru Urban,24.8,808.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,21.808674,73.69967,Gujarat,India,OBS1599118051,CLO,"Thavadia, Gujarat, IN (21.809, 73.7)",Narmada,27.3,1426.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,28.696922,77.21145,Delhi,India,OBS1599119239,CLO,Mall Apartments,Central Delhi,25.6,839.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,13.865487,76.18797,Karnataka,India,OBS1599119709,CLO,"Kondapura Surrounding Karnataka, IN (13.865, 76.188)",Chitradurga,26.0,529.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,11.092517,76.78662,Tamil Nadu,India,OBS1599121461,CLO,Salim Ali Centre for Ornithology and Natural History (SACON),Coimbatore,24.8,1385.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,13.085732,77.57133,Karnataka,India,OBS1599122317,CLO,GKVK Campus,Bengaluru Urban,24.8,808.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,28.744719,77.22146,Delhi,India,OBS1599123208,CLO,"Raj Marg, Delhi, Delhi, IN (28.745, 77.221)",Central Delhi,25.5,830.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,13.085732,77.57133,Karnataka,India,OBS1599123449,CLO,GKVK Campus,Bengaluru Urban,24.8,808.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,13.085732,77.57133,Karnataka,India,OBS1599126940,CLO,GKVK Campus,Bengaluru Urban,24.8,808.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,22.318583,70.69718,Gujarat,India,OBS1599129073,CLO,"Demi River, Rajkot IN-GJ 22.31858, 70.69718",Rajkot,27.4,764.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,11.313586,77.660515,Tamil Nadu,India,OBS1599132518,CLO,Erode--Thangam Nagar,Erode,28.8,679.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,22.525833,72.14952,Gujarat,India,OBS1599134894,CLO,"Balol, Gujarat, IN (22.526, 72.15)",Surendranagar,28.3,831.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,13.085732,77.57133,Karnataka,India,OBS1599137082,CLO,GKVK Campus,Bengaluru Urban,24.8,808.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,22.829786,72.09826,Gujarat,India,OBS1599137645,CLO,Nalsarovar Outskirts--Aniyali,Ahmedabad,28.1,867.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,23.133139,72.40304,Gujarat,India,OBS1599137696,CLO,Thol Bird Sanctuary,Mehsana,27.8,1001.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,21.737526,79.33899,Madhya Pradesh,India,OBS1599140277,CLO,"Unnamed Road, Kohka, Madhya Pradesh, IN (21.738, 79.339)",Seoni,26.1,1204.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,11.018139,76.89714,Tamil Nadu,India,OBS1599145062,CLO,vadavalli,Coimbatore,26.9,1020.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,13.085732,77.57133,Karnataka,India,OBS1599150940,CLO,GKVK Campus,Bengaluru Urban,24.8,808.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,21.083532,71.85139,Gujarat,India,OBS1599154225,CLO,"Mahuva,Gujarat",Bhavnagar,28.0,772.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,22.548052,78.162315,Madhya Pradesh,India,OBS1599155278,CLO,"Suplai, Madhya Pradesh, IN (22.548, 78.162)",Narmadapuram,26.2,1497.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,11.920662,75.41201,Kerala,India,OBS1599156679,CLO,"Mathodam, Kannadiparamba",Kannur,28.5,3403.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,15.305755,73.91112,Goa,India,OBS1599159254,CLO,Alila Diwa Goa,South Goa,28.3,2585.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,18.527891,73.81746,Maharashtra,India,OBS1599159996,CLO,ARAI Hills (Vetal Tekdi),Pune,25.6,963.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,11.494563,76.51083,Tamil Nadu,India,OBS1599163306,CLO,NH181,The Nilgiris,19.2,1864.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,11.251438,77.65229,Tamil Nadu,India,OBS1599163478,CLO,"Vellode Bird Sanctuary, Erode",Erode,28.7,661.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,12.340283,76.76703,Karnataka,India,OBS1599164302,CLO,"Unnamed Road, Mysuru, Karnataka, IN (12.34, 76.767)",Mysuru,25.9,716.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,15.383314,75.039215,Karnataka,India,OBS1599164845,CLO,"Gamanagatti Ind Estate, Hubballi ಗಾಮನಗಟ್ಟಿ ಕೈಗಾರಿಕಾ ಎಸ್ಟೇಟ್, ಹುಬ್ಬಳ್ಳಿ",Dharwad,25.4,1016.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,14.554044,74.78471,Karnataka,India,OBS1599166079,CLO,"Unnamed Road, Karnataka, IN (14.554, 74.785)",Uttara Kannada,25.3,3042.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,13.632022,74.84813,Karnataka,India,OBS1599166253,CLO,"Unnamed Road, Udupi, Karnataka, IN (13.632, 74.848)",Udupi,28.1,4807.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,21.727318,73.030495,Gujarat,India,OBS1599166895,CLO,"Gujarat State Highway 165, Bharuch, Gujarat, IN (21.727, 73.03)",Bharuch,28.3,1104.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,10.5452,76.274,Kerala,India,OBS1599168985,CLO,Kerala Agricultural University--ACCER,Thrissur,28.6,3000.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,12.874396,77.63034,Karnataka,India,OBS1599169348,CLO,Dodda Begur Kere,Bengaluru Urban,24.8,820.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,11.092517,76.78662,Tamil Nadu,India,OBS1599169879,CLO,Salim Ali Centre for Ornithology and Natural History (SACON),Coimbatore,24.8,1385.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,11.092517,76.78662,Tamil Nadu,India,OBS1599170889,CLO,Salim Ali Centre for Ornithology and Natural History (SACON),Coimbatore,24.8,1385.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,12.340283,76.76703,Karnataka,India,OBS1599171037,CLO,"Unnamed Road, Mysuru, Karnataka, IN (12.34, 76.767)",Mysuru,25.9,716.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,22.158897,80.66334,Madhya Pradesh,India,OBS1599173797,CLO,Kanha NP--Mukki Zone,Balaghat,25.0,1619.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,23.044342,72.49469,Gujarat,India,OBS1599173886,CLO,Physical Research Laboratory (PRL) Thaltej Campus,Ahmedabad,28.0,1046.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,21.928997,71.14475,Gujarat,India,OBS1599173939,CLO,Garneshwar Mahadev Garden,Amreli,27.3,688.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,27.796604,74.43263,Rajasthan,India,OBS1599175428,CLO,Tal Chhapar Sanctuary,Churu,26.6,449.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,15.33638,76.46046,Karnataka,India,OBS1599176077,CLO,Hampi ಹಂಪಿ,Ballari,27.6,588.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,15.33638,76.46046,Karnataka,India,OBS1599176079,CLO,Hampi ಹಂಪಿ,Ballari,27.6,588.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,12.826409,77.68777,Karnataka,India,OBS1599176508,CLO,"Kammasandra Road, Bengaluru, Karnataka, IN (12.826, 77.688)",Bengaluru Urban,24.9,817.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,15.772772,76.16292,Karnataka,India,OBS1599177361,CLO,"State Highway 59, Koppal, Karnataka, IN (15.773, 76.163)",Koppal,26.5,716.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,15.772772,76.16292,Karnataka,India,OBS1599177374,CLO,"State Highway 59, Koppal, Karnataka, IN (15.773, 76.163)",Koppal,26.5,716.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,15.772772,76.16292,Karnataka,India,OBS1599177387,CLO,"State Highway 59, Koppal, Karnataka, IN (15.773, 76.163)",Koppal,26.5,716.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,11.016136,78.67911,Tamil Nadu,India,OBS1599178428,CLO,"Sirukudi, Tiruchirappalli, Tamil Nadu, IN (11.016, 78.679)",Tiruchirappalli,29.7,834.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,22.158897,80.66334,Madhya Pradesh,India,OBS1599179590,CLO,Kanha NP--Mukki Zone,Balaghat,25.0,1619.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,22.158897,80.66334,Madhya Pradesh,India,OBS1599179608,CLO,Kanha NP--Mukki Zone,Balaghat,25.0,1619.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,22.158897,80.66334,Madhya Pradesh,India,OBS1599179671,CLO,Kanha NP--Mukki Zone,Balaghat,25.0,1619.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,15.33638,76.46046,Karnataka,India,OBS1599179719,CLO,Hampi ಹಂಪಿ,Ballari,27.6,588.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,10.5452,76.274,Kerala,India,OBS1599180138,CLO,Kerala Agricultural University--ACCER,Thrissur,28.6,3000.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,11.017012,78.67828,Tamil Nadu,India,OBS1599188305,CLO,Sirukudi,Tiruchirappalli,29.7,834.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,10.902813,76.99136,Tamil Nadu,India,OBS1599190624,CLO,Malumichampatti Pond,Coimbatore,27.7,941.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,29.82859,78.26138,Uttarakhand,India,OBS1599194907,CLO,"Nalo Wala, Taar Bad Uttarakhand, IN (29.829, 78.261)",Haridwar,24.5,1635.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,11.092517,76.78662,Tamil Nadu,India,OBS1599197474,CLO,Salim Ali Centre for Ornithology and Natural History (SACON),Coimbatore,24.8,1385.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,12.99954,80.22887,Tamil Nadu,India,OBS1599203436,CLO,Guindy NP,Chennai,29.5,1274.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,13.085732,77.57133,Karnataka,India,OBS1599208749,CLO,GKVK Campus,Bengaluru Urban,24.8,808.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,13.085732,77.57133,Karnataka,India,OBS1599215141,CLO,GKVK Campus,Bengaluru Urban,24.8,808.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,21.72793,83.614685,Odisha,India,OBS1599219148,CLO,"Jarimuli, Odisha, IN (21.728, 83.615)",Bargarh,27.4,1529.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,11.092517,76.78662,Tamil Nadu,India,OBS1599220827,CLO,Salim Ali Centre for Ornithology and Natural History (SACON),Coimbatore,24.8,1385.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,13.218457,76.90392,Karnataka,India,OBS1599223099,CLO,Basavanagudda,Tumakuru,25.5,639.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,22.58453,70.18965,Gujarat,India,OBS1599224040,CLO,"IN (22,585, 70,19)",Jamnagar,27.4,549.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,27.65064,78.25514,Uttar Pradesh,India,OBS1599226290,CLO,"Nagla Kanch , Rati Ka Nagla Wetland",Hathras,25.4,917.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,16.650814,74.2111,Maharashtra,India,OBS1599229194,CLO,Kalamba Reservoir,Kolhapur,25.7,1103.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,27.026285,77.55476,Rajasthan,India,OBS1599232703,CLO,Rouwas Bharatpur Rajasthan,Bharatpur,25.8,884.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,12.99954,80.22887,Tamil Nadu,India,OBS1599233159,CLO,Guindy NP,Chennai,29.5,1274.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,27.026285,77.55476,Rajasthan,India,OBS1599240896,CLO,Rouwas Bharatpur Rajasthan,Bharatpur,25.8,884.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,11.092517,76.78662,Tamil Nadu,India,OBS1599241706,CLO,Salim Ali Centre for Ornithology and Natural History (SACON),Coimbatore,24.8,1385.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,11.092517,76.78662,Tamil Nadu,India,OBS1599241719,CLO,Salim Ali Centre for Ornithology and Natural History (SACON),Coimbatore,24.8,1385.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,21.189533,70.58188,Gujarat,India,OBS1599244445,CLO,Gir Wildlife Sanctuary--Route 6/2,Gir Somnath,26.9,1025.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,11.092517,76.78662,Tamil Nadu,India,OBS1599246432,CLO,Salim Ali Centre for Ornithology and Natural History (SACON),Coimbatore,24.8,1385.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,13.085732,77.57133,Karnataka,India,OBS1599248360,CLO,GKVK Campus,Bengaluru Urban,24.8,808.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,23.044342,72.49469,Gujarat,India,OBS1599248542,CLO,Physical Research Laboratory (PRL) Thaltej Campus,Ahmedabad,28.0,1046.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,11.09621,77.372635,Tamil Nadu,India,OBS1599252068,CLO,DuBros Silverlance Apartment,Tiruppur,28.5,592.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,11.09621,77.372635,Tamil Nadu,India,OBS1599254438,CLO,DuBros Silverlance Apartment,Tiruppur,28.5,592.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,12.243717,76.69471,Karnataka,India,OBS1599255066,CLO,"Mysore City Bird Atlas 60A, Hadajana Kere",Mysuru,25.8,722.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,15.221128,73.93189,Goa,India,OBS1599259062,CLO,Varca Beach,South Goa,28.3,2597.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,10.769865,76.13367,Kerala,India,OBS1599269884,CLO,"Komangalam wetland and adjacent woody zone, Koottanad",Palakkad,28.5,2884.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,17.556438,78.48535,Telangana,India,OBS1599277292,CLO,SA Palm Meadows,Medchal Malkajgiri,27.1,825.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,8.161914,77.595726,Tamil Nadu,India,OBS1599287592,CLO,"Morukulam-Kannamkulam-Namparchikulam Ponds, Jayamathapuram",Tirunelveli,29.4,972.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,13.085732,77.57133,Karnataka,India,OBS1599299613,CLO,GKVK Campus,Bengaluru Urban,24.8,808.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,13.085732,77.57133,Karnataka,India,OBS1599305363,CLO,GKVK Campus,Bengaluru Urban,24.8,808.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,13.085732,77.57133,Karnataka,India,OBS1599305917,CLO,GKVK Campus,Bengaluru Urban,24.8,808.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,17.430283,78.389465,Telangana,India,OBS1599312087,CLO,Durgam Cheruvu,Ranga Reddy,27.4,794.0
