basisOfRecord,scientificName,family,genus,decimalLatitude,decimalLongitude,stateProvince,country,catalogNumber,institutionCode,locality,county,bio1,bio12
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,15.769449,76.16511,Karnataka,India,OBS1598558992,CLO,Nidasheshi Grasslands & Fields ನಿಡಶೇಷಿ ಹುಲ್ಲುಗಾವಲು ಮತ್ತು ಹೊಲಗಳು,Koppal,25.224667,736.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,15.769449,76.16511,Karnataka,India,OBS1598563279,CLO,Nidasheshi Grasslands & Fields ನಿಡಶೇಷಿ ಹುಲ್ಲುಗಾವಲು ಮತ್ತು ಹೊಲಗಳು,Koppal,25.224667,736.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,28.463833,76.88938,Haryana,India,OBS1598576506,CLO,Sultanpur National Park,Gurugram,24.919,606.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,10.769865,76.13367,Kerala,India,OBS1598607780,CLO,"Komangalam wetland and adjacent woody zone, Koottanad",Palakkad,27.383,2949.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,12.249686,76.685616,Karnataka,India,OBS1598613663,CLO,"Mysuru, Karnataka, IN (12.25, 76.686)",Mysuru,24.655832,706.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,16.154005,75.80373,Karnataka,India,OBS1598628262,CLO,Benakatti West Hillock ಬೆನಕಟ್ಟಿ ಪಡುವಣ ಗುಡ್ಡ,Bagalkote,25.824167,659.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,16.154005,75.80373,Karnataka,India,OBS1598628303,CLO,Benakatti West Hillock ಬೆನಕಟ್ಟಿ ಪಡುವಣ ಗುಡ್ಡ,Bagalkote,25.824167,659.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,16.154005,75.80373,Karnataka,India,OBS1598632379,CLO,Benakatti West Hillock ಬೆನಕಟ್ಟಿ ಪಡುವಣ ಗುಡ್ಡ,Bagalkote,25.824167,659.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,28.463833,76.88938,Haryana,India,OBS1598633540,CLO,Sultanpur National Park,Gurugram,24.919,606.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,22.55885,72.62683,Gujarat,India,OBS1598653722,CLO,"Kheda-Khambhat Highway, Sayla, Gujarat, IN (22.559, 72.627)",Kheda,26.913666,773.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,11.1096,79.758736,Tamil Nadu,India,OBS1598663266,CLO,"2/65 Mayiladuthurai - Akkur Road, Kalahasthinathapuram, Tamil Nadu, IN (11.11, 79.759)",Nagapattinam,28.3725,1280.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,11.04526,77.30904,Tamil Nadu,India,OBS1598672264,CLO,"Uppilipalayam Tiruppur, Tamil Nadu, IN",Tiruppur,27.101,595.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,11.169582,76.95348,Tamil Nadu,India,OBS1598675996,CLO,"Immaculate School Campus Veerapandi Periyanaickenpalayam,",Coimbatore,26.093334,790.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,21.083532,71.85139,Gujarat,India,OBS1598676744,CLO,"Mahuva,Gujarat",Bhavnagar,27.141493,608.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,11.150219,77.17856,Tamil Nadu,India,OBS1598677908,CLO,"BSF Quarters Kittampalayam-Thekkalur Road, Tamil Nadu,",Coimbatore,26.822334,639.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,20.040672,73.688156,Maharashtra,India,OBS1598702653,CLO,"Jan 5, 2023 11:14 PM-20.041, 73.688",Nashik,24.193167,1419.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,20.70061,77.03708,Maharashtra,India,OBS1598840680,CLO,Panjabrao deshmukh agri university,Akola,27.535166,716.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,17.647861,73.31496,Maharashtra,India,OBS1598966350,CLO,"Karanjali, Maharashtra, IN (17.648, 73.315)",Ratnagiri,26.1215,4016.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,29.31568,79.32729,Uttarakhand,India,OBS1598982359,CLO,"Kaladhungi-Kotabagh Forest Area, Uttarakhand",Nainital,23.232,1953.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,21.162575,70.577095,Gujarat,India,OBS1598983740,CLO,Amraness Resort,Gir Somnath,26.211834,841.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,13.218457,76.90392,Karnataka,India,OBS1599014765,CLO,Basavanagudda,Tumakuru,24.400333,630.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,11.68754,78.18034,Tamil Nadu,India,OBS1599021011,CLO,Kannankurichi Mookaneri Tank கன்னங்குறிச்சி மூக்கனேரி,Salem,27.781,914.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,17.422672,78.42626,Telangana,India,OBS1599025723,CLO,"Kasu Brahmananda Reddy NP, Hyderabad",Hyderabad,26.6185,789.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,13.218457,76.90392,Karnataka,India,OBS1599027726,CLO,Basavanagudda,Tumakuru,24.400333,630.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,10.6818,76.5278,Kerala,India,OBS1599035611,CLO,Mattumala,Palakkad,27.487,2566.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,10.856942,76.72571,Kerala,India,OBS1599040603,CLO,"1st river feeding Malampuzha dam, Kava",Palakkad,25.680166,1828.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,11.304029,77.705894,Tamil Nadu,India,OBS1599052686,CLO,"Rangampalayam, Tamil Nadu, IN (11.304, 77.706)",Erode,28.077168,697.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,21.047533,75.83893,Maharashtra,India,OBS1599052788,CLO,Bhusawal Thermal Power Station (BPTS)--Wetland,Jalgaon,27.2785,745.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,12.046,76.668,Karnataka,India,OBS1599054520,CLO,"Muddahalli, Nanjangud Taluka ಮುದ್ದಹಳ್ಳಿ",Mysuru,24.717667,700.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,11.400601,76.84334,Tamil Nadu,India,OBS1599056248,CLO,"Kerben Road, Kotagiri, Tamil Nadu, IN (11.401, 76.843)",The Nilgiris,17.136333,1075.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,17.171564,76.32706,Karnataka,India,OBS1599058259,CLO,Bhima river devanagaon,Kalaburagi,27.257334,722.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,11.814181,77.857285,Tamil Nadu,India,OBS1599061537,CLO,"Kunjandiyur, Tamil Nadu, IN",Salem,27.448334,857.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,10.429062,77.26685,Tamil Nadu,India,OBS1599062565,CLO,"Amaravathi Forest Rest House, Andigoundanur, Tamil Nadu",Tiruppur,26.460667,774.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,11.012632,77.5607,Tamil Nadu,India,OBS1599065210,CLO,"125/A Chennimalai Road, Kangeyam, Tamil Nadu, IN (11.013, 77.561)",Tiruppur,27.4055,580.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,22.828363,72.28039,Gujarat,India,OBS1599065578,CLO,Nalsarovar Outskirts--Adroda,Ahmedabad,27.109833,700.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,12.399443,76.78007,Karnataka,India,OBS1599065831,CLO,Mahadevapura Bridge ಮಹದೇವಪುರ ಕಾವೇರಿ ಸೇತುವೆ,Mandya,24.715334,699.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,10.84477,76.82718,Kerala,India,OBS1599081264,CLO,Walayar Reserve Forest,Palakkad,25.854668,1471.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,10.429062,77.26685,Tamil Nadu,India,OBS1599084033,CLO,"Amaravathi Forest Rest House, Andigoundanur, Tamil Nadu",Tiruppur,26.460667,774.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,32.2004,76.10203,Himachal Pradesh,India,OBS1599088193,CLO,"Channani, Himachal Pradesh, IN (32.2, 76.102)",Kangra,21.8545,1900.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,13.865487,76.18797,Karnataka,India,OBS1599088504,CLO,"Kondapura Surrounding Karnataka, IN (13.865, 76.188)",Chitradurga,24.782833,531.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,10.843205,76.846176,Kerala,India,OBS1599091646,CLO,Walayar Reservoir,Palakkad,26.695168,1310.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,10.547917,76.26885,Kerala,India,OBS1599092805,CLO,Kerala Agricultural University--Krishi Vignyan Kendra,Thrissur,27.487999,3055.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,27.392433,76.37428,Rajasthan,India,OBS1599094932,CLO,"Sariska Palace Road, Sirska, Rajasthan, IN (27.392, 76.374)",Alwar,24.3735,723.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,10.781327,76.801125,Kerala,India,OBS1599094971,CLO,"Cheerath Eri, Eduppukulam",Palakkad,27.381334,1551.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,17.502607,74.53391,Maharashtra,India,OBS1599095374,CLO,Suryachiwadi Dam,Satara,24.893333,517.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,13.623605,77.94585,Karnataka,India,OBS1599098537,CLO,Timmasandra Cheruvu,Chikkaballapura,24.718166,614.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,24.632296,72.76134,Rajasthan,India,OBS1599098905,CLO,Oriya Village Peace Park,Sirohi,20.814333,1636.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,22.885782,79.61198,Madhya Pradesh,India,OBS1599099268,CLO,"Khursipar, Madhya Pradesh, IN (22.886, 79.612)",Narsinghpur,25.185,1103.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,12.243717,76.69471,Karnataka,India,OBS1599101586,CLO,"Mysore City Bird Atlas 60A, Hadajana Kere",Mysuru,24.655832,706.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,12.896494,77.481186,Karnataka,India,OBS1599104706,CLO,"Bengaluru, Karnataka, IN (12.896, 77.481)",Bengaluru Urban,24.449833,808.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,10.769865,76.13367,Kerala,India,OBS1599105797,CLO,"Komangalam wetland and adjacent woody zone, Koottanad",Palakkad,27.383,2949.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,23.044342,72.49469,Gujarat,India,OBS1599107183,CLO,Physical Research Laboratory (PRL) Thaltej Campus,Ahmedabad,27.295334,753.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,29.398874,79.13292,Uttarakhand,India,OBS1599108948,CLO,"Kosi Barrage, Ramnagar",Nainital,23.663166,1755.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,27.083136,88.33626,West Bengal,India,OBS1599110389,CLO,Glenburn Tea Estate,Darjeeling,19.403166,3061.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,20.377378,78.16683,Maharashtra,India,OBS1599111418,CLO,"Mruda The Eco Village, Bhosa, Maharashtra, IN (20.377, 78.167)",Yavatmal,26.941668,1054.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,29.450457,79.074974,Uttarakhand,India,OBS1599115447,CLO,"Bijrani, Corbett National Park",Nainital,23.386168,1722.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,29.398874,79.13292,Uttarakhand,India,OBS1599116736,CLO,"Kosi Barrage, Ramnagar",Nainital,23.663166,1755.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,13.085732,77.57133,Karnataka,India,OBS1599116855,CLO,GKVK Campus,Bengaluru Urban,23.7665,796.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,21.808674,73.69967,Gujarat,India,OBS1599118051,CLO,"Thavadia, Gujarat, IN (21.809, 73.7)",Narmada,26.569334,1149.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,28.696922,77.21145,Delhi,India,OBS1599119239,CLO,Mall Apartments,Central Delhi,25.0795,729.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,13.865487,76.18797,Karnataka,India,OBS1599119709,CLO,"Kondapura Surrounding Karnataka, IN (13.865, 76.188)",Chitradurga,24.782833,531.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,11.092517,76.78662,Tamil Nadu,India,OBS1599121461,CLO,Salim Ali Centre for Ornithology and Natural History (SACON),Coimbatore,23.700832,1393.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,13.085732,77.57133,Karnataka,India,OBS1599122317,CLO,GKVK Campus,Bengaluru Urban,23.7665,796.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,28.744719,77.22146,Delhi,India,OBS1599123208,CLO,"Raj Marg, Delhi, Delhi, IN (28.745, 77.221)",Central Delhi,24.965334,723.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,13.085732,77.57133,Karnataka,India,OBS1599123449,CLO,GKVK Campus,Bengaluru Urban,23.7665,796.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,13.085732,77.57133,Karnataka,India,OBS1599126940,CLO,GKVK Campus,Bengaluru Urban,23.7665,796.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,22.318583,70.69718,Gujarat,India,OBS1599129073,CLO,"Demi River, Rajkot IN-GJ 22.31858, 70.69718",Rajkot,26.440332,603.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,11.313586,77.660515,Tamil Nadu,India,OBS1599132518,CLO,Erode--Thangam Nagar,Erode,27.755833,685.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,22.525833,72.14952,Gujarat,India,OBS1599134894,CLO,"Balol, Gujarat, IN (22.526, 72.15)",Surendranagar,27.512667,620.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,13.085732,77.57133,Karnataka,India,OBS1599137082,CLO,GKVK Campus,Bengaluru Urban,23.7665,796.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,22.829786,72.09826,Gujarat,India,OBS1599137645,CLO,Nalsarovar Outskirts--Aniyali,Ahmedabad,27.331333,644.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,23.133139,72.40304,Gujarat,India,OBS1599137696,CLO,Thol Bird Sanctuary,Mehsana,27.105,721.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,21.737526,79.33899,Madhya Pradesh,India,OBS1599140277,CLO,"Unnamed Road, Kohka, Madhya Pradesh, IN (21.738, 79.339)",Seoni,25.612333,1081.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,11.018139,76.89714,Tamil Nadu,India,OBS1599145062,CLO,vadavalli,Coimbatore,25.804167,1012.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,13.085732,77.57133,Karnataka,India,OBS1599150940,CLO,GKVK Campus,Bengaluru Urban,23.7665,796.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,21.083532,71.85139,Gujarat,India,OBS1599154225,CLO,"Mahuva,Gujarat",Bhavnagar,27.141493,608.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,22.548052,78.162315,Madhya Pradesh,India,OBS1599155278,CLO,"Suplai, Madhya Pradesh, IN (22.548, 78.162)",Narmadapuram,25.858166,1297.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,11.920662,75.41201,Kerala,India,OBS1599156679,CLO,"Mathodam, Kannadiparamba",Kannur,27.307575,3556.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,15.305755,73.91112,Goa,India,OBS1599159254,CLO,Alila Diwa Goa,South Goa,27.140833,2877.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,18.527891,73.81746,Maharashtra,India,OBS1599159996,CLO,ARAI Hills (Vetal Tekdi),Pune,24.601334,931.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,11.494563,76.51083,Tamil Nadu,India,OBS1599163306,CLO,NH181,The Nilgiris,18.084833,1943.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,11.251438,77.65229,Tamil Nadu,India,OBS1599163478,CLO,"Vellode Bird Sanctuary, Erode",Erode,27.619667,669.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,12.340283,76.76703,Karnataka,India,OBS1599164302,CLO,"Unnamed Road, Mysuru, Karnataka, IN (12.34, 76.767)",Mysuru,24.805,701.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,15.383314,75.039215,Karnataka,India,OBS1599164845,CLO,"Gamanagatti Ind Estate, Hubballi ಗಾಮನಗಟ್ಟಿ ಕೈಗಾರಿಕಾ ಎಸ್ಟೇಟ್, ಹುಬ್ಬಳ್ಳಿ",Dharwad,24.1155,1072.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,14.554044,74.78471,Karnataka,India,OBS1599166079,CLO,"Unnamed Road, Karnataka, IN (14.554, 74.785)",Uttara Kannada,24.053167,3474.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,13.632022,74.84813,Karnataka,India,OBS1599166253,CLO,"Unnamed Road, Udupi, Karnataka, IN (13.632, 74.848)",Udupi,26.862333,5507.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,21.727318,73.030495,Gujarat,India,OBS1599166895,CLO,"Gujarat State Highway 165, Bharuch, Gujarat, IN (21.727, 73.03)",Bharuch,27.577,864.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,10.5452,76.274,Kerala,India,OBS1599168985,CLO,Kerala Agricultural University--ACCER,Thrissur,27.487999,3055.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,12.874396,77.63034,Karnataka,India,OBS1599169348,CLO,Dodda Begur Kere,Bengaluru Urban,23.726667,800.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,11.092517,76.78662,Tamil Nadu,India,OBS1599169879,CLO,Salim Ali Centre for Ornithology and Natural History (SACON),Coimbatore,23.700832,1393.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,11.092517,76.78662,Tamil Nadu,India,OBS1599170889,CLO,Salim Ali Centre for Ornithology and Natural History (SACON),Coimbatore,23.700832,1393.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,12.340283,76.76703,Karnataka,India,OBS1599171037,CLO,"Unnamed Road, Mysuru, Karnataka, IN (12.34, 76.767)",Mysuru,24.805,701.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,22.158897,80.66334,Madhya Pradesh,India,OBS1599173797,CLO,Kanha NP--Mukki Zone,Balaghat,24.36,1452.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,23.044342,72.49469,Gujarat,India,OBS1599173886,CLO,Physical Research Laboratory (PRL) Thaltej Campus,Ahmedabad,27.295334,753.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,21.928997,71.14475,Gujarat,India,OBS1599173939,CLO,Garneshwar Mahadev Garden,Amreli,26.398834,538.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,27.796604,74.43263,Rajasthan,India,OBS1599175428,CLO,Tal Chhapar Sanctuary,Churu,25.732834,368.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,15.33638,76.46046,Karnataka,India,OBS1599176077,CLO,Hampi ಹಂಪಿ,Ballari,26.365166,610.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,15.33638,76.46046,Karnataka,India,OBS1599176079,CLO,Hampi ಹಂಪಿ,Ballari,26.365166,610.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,12.826409,77.68777,Karnataka,India,OBS1599176508,CLO,"Kammasandra Road, Bengaluru, Karnataka, IN (12.826, 77.688)",Bengaluru Urban,23.8205,793.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,15.772772,76.16292,Karnataka,India,OBS1599177361,CLO,"State Highway 59, Koppal, Karnataka, IN (15.773, 76.163)",Koppal,25.224667,736.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,15.772772,76.16292,Karnataka,India,OBS1599177374,CLO,"State Highway 59, Koppal, Karnataka, IN (15.773, 76.163)",Koppal,25.224667,736.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,15.772772,76.16292,Karnataka,India,OBS1599177387,CLO,"State Highway 59, Koppal, Karnataka, IN (15.773, 76.163)",Koppal,25.224667,736.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,11.016136,78.67911,Tamil Nadu,India,OBS1599178428,CLO,"Sirukudi, Tiruchirappalli, Tamil Nadu, IN (11.016, 78.679)",Tiruchirappalli,28.834667,782.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,22.158897,80.66334,Madhya Pradesh,India,OBS1599179590,CLO,Kanha NP--Mukki Zone,Balaghat,24.36,1452.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,22.158897,80.66334,Madhya Pradesh,India,OBS1599179608,CLO,Kanha NP--Mukki Zone,Balaghat,24.36,1452.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,22.158897,80.66334,Madhya Pradesh,India,OBS1599179671,CLO,Kanha NP--Mukki Zone,Balaghat,24.36,1452.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,15.33638,76.46046,Karnataka,India,OBS1599179719,CLO,Hampi ಹಂಪಿ,Ballari,26.365166,610.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,10.5452,76.274,Kerala,India,OBS1599180138,CLO,Kerala Agricultural University--ACCER,Thrissur,27.487999,3055.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,11.017012,78.67828,Tamil Nadu,India,OBS1599188305,CLO,Sirukudi,Tiruchirappalli,28.834667,782.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,10.902813,76.99136,Tamil Nadu,India,OBS1599190624,CLO,Malumichampatti Pond,Coimbatore,26.617167,937.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,29.82859,78.26138,Uttarakhand,India,OBS1599194907,CLO,"Nalo Wala, Taar Bad Uttarakhand, IN (29.829, 78.261)",Haridwar,23.693,1504.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,11.092517,76.78662,Tamil Nadu,India,OBS1599197474,CLO,Salim Ali Centre for Ornithology and Natural History (SACON),Coimbatore,23.700832,1393.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,12.99954,80.22887,Tamil Nadu,India,OBS1599203436,CLO,Guindy NP,Chennai,28.778833,1255.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,13.085732,77.57133,Karnataka,India,OBS1599208749,CLO,GKVK Campus,Bengaluru Urban,23.7665,796.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,13.085732,77.57133,Karnataka,India,OBS1599215141,CLO,GKVK Campus,Bengaluru Urban,23.7665,796.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,21.72793,83.614685,Odisha,India,OBS1599219148,CLO,"Jarimuli, Odisha, IN (21.728, 83.615)",Bargarh,27.010166,1420.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,11.092517,76.78662,Tamil Nadu,India,OBS1599220827,CLO,Salim Ali Centre for Ornithology and Natural History (SACON),Coimbatore,23.700832,1393.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,13.218457,76.90392,Karnataka,India,OBS1599223099,CLO,Basavanagudda,Tumakuru,24.400333,630.0
HUMAN_OBSERVATION,"Pavo cristatus Linnaeus, 1758",Phasianidae,Pavo,22.58453,70.18965,Gujarat,India,OBS1599224040,CLO,"IN (22,585, 70,19)",Jamnagar,26.34375,439.0
